"recorte";"agente";"ano_epidemiologico";"semana_epidemiologica";"inicio_da_semana";"casos"
"Estado do Rio de Janeiro";"Influenza";2024;46;"2024-11-10";28
"Estado do Rio de Janeiro";"Influenza";2024;47;"2024-11-17";30
"Estado do Rio de Janeiro";"Influenza";2024;48;"2024-11-24";36
"Estado do Rio de Janeiro";"Influenza";2024;49;"2024-12-01";24
"Estado do Rio de Janeiro";"Influenza";2024;50;"2024-12-08";30
"Estado do Rio de Janeiro";"Influenza";2024;51;"2024-12-15";19
"Estado do Rio de Janeiro";"Influenza";2024;52;"2024-12-22";17
"Estado do Rio de Janeiro";"Influenza";2025;1;"2024-12-29";24
"Estado do Rio de Janeiro";"Influenza";2025;2;"2025-01-05";18
"Estado do Rio de Janeiro";"Influenza";2025;3;"2025-01-12";11
"Estado do Rio de Janeiro";"Influenza";2025;4;"2025-01-19";13
"Estado do Rio de Janeiro";"Influenza";2025;5;"2025-01-26";15
"Estado do Rio de Janeiro";"Influenza";2025;6;"2025-02-02";5
"Estado do Rio de Janeiro";"Influenza";2025;7;"2025-02-09";9
"Estado do Rio de Janeiro";"Influenza";2025;8;"2025-02-16";7
"Estado do Rio de Janeiro";"Influenza";2025;9;"2025-02-23";5
"Estado do Rio de Janeiro";"Influenza";2025;10;"2025-03-02";4
"Estado do Rio de Janeiro";"Influenza";2025;11;"2025-03-09";14
"Estado do Rio de Janeiro";"Influenza";2025;12;"2025-03-16";13
"Estado do Rio de Janeiro";"Influenza";2025;13;"2025-03-23";24
"Estado do Rio de Janeiro";"Influenza";2025;14;"2025-03-30";28
"Estado do Rio de Janeiro";"Influenza";2025;15;"2025-04-06";31
"Estado do Rio de Janeiro";"Influenza";2025;16;"2025-04-13";67
"Estado do Rio de Janeiro";"Influenza";2025;17;"2025-04-20";95
"Estado do Rio de Janeiro";"Influenza";2025;18;"2025-04-27";136
"Estado do Rio de Janeiro";"Influenza";2025;19;"2025-05-04";177
"Estado do Rio de Janeiro";"Influenza";2025;20;"2025-05-11";248
"Estado do Rio de Janeiro";"Influenza";2025;21;"2025-05-18";293
"Estado do Rio de Janeiro";"Influenza";2025;22;"2025-05-25";225
"Estado do Rio de Janeiro";"Influenza";2025;23;"2025-06-01";202
"Estado do Rio de Janeiro";"Influenza";2025;24;"2025-06-08";122
"Estado do Rio de Janeiro";"Influenza";2025;25;"2025-06-15";83
"Estado do Rio de Janeiro";"Influenza";2025;26;"2025-06-22";50
"Estado do Rio de Janeiro";"Influenza";2025;27;"2025-06-29";49
"Estado do Rio de Janeiro";"Influenza";2025;28;"2025-07-06";42
"Estado do Rio de Janeiro";"Influenza";2025;29;"2025-07-13";31
"Estado do Rio de Janeiro";"Influenza";2025;30;"2025-07-20";16
"Estado do Rio de Janeiro";"Influenza";2025;31;"2025-07-27";12
"Estado do Rio de Janeiro";"Influenza";2025;32;"2025-08-03";11
"Estado do Rio de Janeiro";"Influenza";2025;33;"2025-08-10";13
"Estado do Rio de Janeiro";"Influenza";2025;34;"2025-08-17";18
"Estado do Rio de Janeiro";"Influenza";2025;35;"2025-08-24";25
"Estado do Rio de Janeiro";"Influenza";2025;36;"2025-08-31";26
"Estado do Rio de Janeiro";"Influenza";2025;37;"2025-09-07";16
"Estado do Rio de Janeiro";"Influenza";2025;38;"2025-09-14";32
"Estado do Rio de Janeiro";"Influenza";2025;39;"2025-09-21";37
"Estado do Rio de Janeiro";"Influenza";2025;40;"2025-09-28";50
"Estado do Rio de Janeiro";"Influenza";2025;41;"2025-10-05";33
"Estado do Rio de Janeiro";"Influenza";2025;42;"2025-10-12";49
"Estado do Rio de Janeiro";"Influenza";2025;43;"2025-10-19";51
"Estado do Rio de Janeiro";"Influenza";2025;44;"2025-10-26";51
"Estado do Rio de Janeiro";"Influenza";2025;45;"2025-11-02";39
"Estado do Rio de Janeiro";"Influenza";2025;46;"2025-11-09";46
"Estado do Rio de Janeiro";"Influenza";2025;47;"2025-11-16";41
"Estado do Rio de Janeiro";"Influenza";2025;48;"2025-11-23";33
"Estado do Rio de Janeiro";"Influenza";2025;49;"2025-11-30";39
"Estado do Rio de Janeiro";"Influenza";2025;50;"2025-12-07";24
"Estado do Rio de Janeiro";"Influenza";2025;51;"2025-12-14";25
"Estado do Rio de Janeiro";"Influenza";2025;52;"2025-12-21";19
"Estado do Rio de Janeiro";"Influenza";2025;53;"2025-12-28";7
"Estado do Rio de Janeiro";"VSR";2022;1;"2022-01-02";5
"Estado do Rio de Janeiro";"VSR";2022;2;"2022-01-09";7
"Estado do Rio de Janeiro";"VSR";2022;3;"2022-01-16";7
"Estado do Rio de Janeiro";"VSR";2022;4;"2022-01-23";4
"Estado do Rio de Janeiro";"VSR";2022;5;"2022-01-30";2
"Estado do Rio de Janeiro";"VSR";2022;6;"2022-02-06";5
"Estado do Rio de Janeiro";"VSR";2022;7;"2022-02-13";7
"Estado do Rio de Janeiro";"VSR";2022;8;"2022-02-20";14
"Estado do Rio de Janeiro";"VSR";2022;9;"2022-02-27";15
"Estado do Rio de Janeiro";"VSR";2022;10;"2022-03-06";24
"Estado do Rio de Janeiro";"VSR";2022;11;"2022-03-13";25
"Estado do Rio de Janeiro";"VSR";2022;12;"2022-03-20";51
"Estado do Rio de Janeiro";"VSR";2022;13;"2022-03-27";56
"Estado do Rio de Janeiro";"VSR";2022;14;"2022-04-03";72
"Estado do Rio de Janeiro";"VSR";2022;15;"2022-04-10";86
"Estado do Rio de Janeiro";"VSR";2022;16;"2022-04-17";91
"Estado do Rio de Janeiro";"VSR";2022;17;"2022-04-24";75
"Estado do Rio de Janeiro";"VSR";2022;18;"2022-05-01";105
"Estado do Rio de Janeiro";"VSR";2022;19;"2022-05-08";93
"Estado do Rio de Janeiro";"VSR";2022;20;"2022-05-15";98
"Estado do Rio de Janeiro";"VSR";2022;21;"2022-05-22";73
"Estado do Rio de Janeiro";"VSR";2022;22;"2022-05-29";48
"Estado do Rio de Janeiro";"VSR";2022;23;"2022-06-05";46
"Estado do Rio de Janeiro";"VSR";2022;24;"2022-06-12";47
"Estado do Rio de Janeiro";"VSR";2022;25;"2022-06-19";28
"Estado do Rio de Janeiro";"VSR";2022;26;"2022-06-26";20
"Estado do Rio de Janeiro";"VSR";2022;27;"2022-07-03";12
"Estado do Rio de Janeiro";"VSR";2022;28;"2022-07-10";12
"Estado do Rio de Janeiro";"VSR";2022;29;"2022-07-17";3
"Estado do Rio de Janeiro";"VSR";2022;30;"2022-07-24";1
"Estado do Rio de Janeiro";"VSR";2022;31;"2022-07-31";2
"Estado do Rio de Janeiro";"VSR";2022;32;"2022-08-07";2
"Estado do Rio de Janeiro";"VSR";2022;33;"2022-08-14";2
"Estado do Rio de Janeiro";"VSR";2022;34;"2022-08-21";4
"Estado do Rio de Janeiro";"VSR";2022;35;"2022-08-28";2
"Estado do Rio de Janeiro";"VSR";2022;36;"2022-09-04";0
"Estado do Rio de Janeiro";"VSR";2022;37;"2022-09-11";2
"Estado do Rio de Janeiro";"VSR";2022;38;"2022-09-18";1
"Estado do Rio de Janeiro";"VSR";2022;39;"2022-09-25";0
"Estado do Rio de Janeiro";"VSR";2022;40;"2022-10-02";0
"Estado do Rio de Janeiro";"VSR";2022;41;"2022-10-09";1
"Estado do Rio de Janeiro";"VSR";2022;42;"2022-10-16";2
"Estado do Rio de Janeiro";"VSR";2022;43;"2022-10-23";0
"Estado do Rio de Janeiro";"VSR";2022;44;"2022-10-30";2
"Estado do Rio de Janeiro";"VSR";2022;45;"2022-11-06";0
"Estado do Rio de Janeiro";"VSR";2022;46;"2022-11-13";4
"Estado do Rio de Janeiro";"VSR";2022;47;"2022-11-20";0
"Estado do Rio de Janeiro";"VSR";2022;48;"2022-11-27";0
"Estado do Rio de Janeiro";"VSR";2022;49;"2022-12-04";2
"Estado do Rio de Janeiro";"VSR";2022;50;"2022-12-11";2
"Estado do Rio de Janeiro";"VSR";2022;51;"2022-12-18";6
"Estado do Rio de Janeiro";"VSR";2022;52;"2022-12-25";3
"Estado do Rio de Janeiro";"VSR";2023;1;"2023-01-01";3
"Estado do Rio de Janeiro";"VSR";2023;2;"2023-01-08";7
"Estado do Rio de Janeiro";"VSR";2023;3;"2023-01-15";7
"Estado do Rio de Janeiro";"VSR";2023;4;"2023-01-22";11
"Estado do Rio de Janeiro";"VSR";2023;5;"2023-01-29";5
"Estado do Rio de Janeiro";"VSR";2023;6;"2023-02-05";4
"Estado do Rio de Janeiro";"VSR";2023;7;"2023-02-12";11
"Estado do Rio de Janeiro";"VSR";2023;8;"2023-02-19";22
"Estado do Rio de Janeiro";"VSR";2023;9;"2023-02-26";21
"Estado do Rio de Janeiro";"VSR";2023;10;"2023-03-05";26
"Estado do Rio de Janeiro";"VSR";2023;11;"2023-03-12";47
"Estado do Rio de Janeiro";"VSR";2023;12;"2023-03-19";72
"Estado do Rio de Janeiro";"VSR";2023;13;"2023-03-26";73
"Estado do Rio de Janeiro";"VSR";2023;14;"2023-04-02";95
"Estado do Rio de Janeiro";"VSR";2023;15;"2023-04-09";90
"Estado do Rio de Janeiro";"VSR";2023;16;"2023-04-16";49
"Estado do Rio de Janeiro";"VSR";2023;17;"2023-04-23";42
"Estado do Rio de Janeiro";"VSR";2023;18;"2023-04-30";64
"Estado do Rio de Janeiro";"VSR";2023;19;"2023-05-07";58
"Estado do Rio de Janeiro";"VSR";2023;20;"2023-05-14";40
"Estado do Rio de Janeiro";"VSR";2023;21;"2023-05-21";24
"Estado do Rio de Janeiro";"VSR";2023;22;"2023-05-28";21
"Estado do Rio de Janeiro";"VSR";2023;23;"2023-06-04";23
"Estado do Rio de Janeiro";"VSR";2023;24;"2023-06-11";20
"Estado do Rio de Janeiro";"VSR";2023;25;"2023-06-18";14
"Estado do Rio de Janeiro";"VSR";2023;26;"2023-06-25";5
"Estado do Rio de Janeiro";"VSR";2023;27;"2023-07-02";11
"Estado do Rio de Janeiro";"VSR";2023;28;"2023-07-09";9
"Estado do Rio de Janeiro";"VSR";2023;29;"2023-07-16";7
"Estado do Rio de Janeiro";"VSR";2023;30;"2023-07-23";6
"Estado do Rio de Janeiro";"VSR";2023;31;"2023-07-30";3
"Estado do Rio de Janeiro";"VSR";2023;32;"2023-08-06";5
"Estado do Rio de Janeiro";"VSR";2023;33;"2023-08-13";2
"Estado do Rio de Janeiro";"VSR";2023;34;"2023-08-20";3
"Estado do Rio de Janeiro";"VSR";2023;35;"2023-08-27";1
"Estado do Rio de Janeiro";"VSR";2023;36;"2023-09-03";2
"Estado do Rio de Janeiro";"VSR";2023;37;"2023-09-10";1
"Estado do Rio de Janeiro";"VSR";2023;38;"2023-09-17";1
"Estado do Rio de Janeiro";"VSR";2023;39;"2023-09-24";1
"Estado do Rio de Janeiro";"VSR";2023;40;"2023-10-01";1
"Estado do Rio de Janeiro";"VSR";2023;41;"2023-10-08";1
"Estado do Rio de Janeiro";"VSR";2023;42;"2023-10-15";1
"Estado do Rio de Janeiro";"VSR";2023;43;"2023-10-22";0
"Estado do Rio de Janeiro";"VSR";2023;44;"2023-10-29";1
"Estado do Rio de Janeiro";"VSR";2023;45;"2023-11-05";1
"Estado do Rio de Janeiro";"VSR";2023;46;"2023-11-12";1
"Estado do Rio de Janeiro";"VSR";2023;47;"2023-11-19";1
"Estado do Rio de Janeiro";"VSR";2023;48;"2023-11-26";3
"Estado do Rio de Janeiro";"VSR";2023;49;"2023-12-03";1
"Estado do Rio de Janeiro";"VSR";2023;50;"2023-12-10";0
"Estado do Rio de Janeiro";"VSR";2023;51;"2023-12-17";1
"Estado do Rio de Janeiro";"VSR";2023;52;"2023-12-24";3
"Estado do Rio de Janeiro";"VSR";2024;1;"2023-12-31";1
"Estado do Rio de Janeiro";"VSR";2024;2;"2024-01-07";0
"Estado do Rio de Janeiro";"VSR";2024;3;"2024-01-14";0
"Estado do Rio de Janeiro";"VSR";2024;4;"2024-01-21";2
"Estado do Rio de Janeiro";"VSR";2024;5;"2024-01-28";2
"Estado do Rio de Janeiro";"VSR";2024;6;"2024-02-04";5
"Estado do Rio de Janeiro";"VSR";2024;7;"2024-02-11";4
"Estado do Rio de Janeiro";"VSR";2024;8;"2024-02-18";6
"Estado do Rio de Janeiro";"VSR";2024;9;"2024-02-25";16
"Estado do Rio de Janeiro";"VSR";2024;10;"2024-03-03";17
"Estado do Rio de Janeiro";"VSR";2024;11;"2024-03-10";25
"Estado do Rio de Janeiro";"VSR";2024;12;"2024-03-17";37
"Estado do Rio de Janeiro";"VSR";2024;13;"2024-03-24";37
"Estado do Rio de Janeiro";"VSR";2024;14;"2024-03-31";69
"Estado do Rio de Janeiro";"VSR";2024;15;"2024-04-07";91
"Estado do Rio de Janeiro";"VSR";2024;16;"2024-04-14";127
"Estado do Rio de Janeiro";"VSR";2024;17;"2024-04-21";118
"Estado do Rio de Janeiro";"VSR";2024;18;"2024-04-28";131
"Estado do Rio de Janeiro";"VSR";2024;19;"2024-05-05";123
"Estado do Rio de Janeiro";"VSR";2024;20;"2024-05-12";136
"Estado do Rio de Janeiro";"VSR";2024;21;"2024-05-19";118
"Estado do Rio de Janeiro";"VSR";2024;22;"2024-05-26";129
"Estado do Rio de Janeiro";"VSR";2024;23;"2024-06-02";117
"Estado do Rio de Janeiro";"VSR";2024;24;"2024-06-09";126
"Estado do Rio de Janeiro";"VSR";2024;25;"2024-06-16";73
"Estado do Rio de Janeiro";"VSR";2024;26;"2024-06-23";89
"Estado do Rio de Janeiro";"VSR";2024;27;"2024-06-30";69
"Estado do Rio de Janeiro";"VSR";2024;28;"2024-07-07";77
"Estado do Rio de Janeiro";"VSR";2024;29;"2024-07-14";58
"Estado do Rio de Janeiro";"VSR";2024;30;"2024-07-21";41
"Estado do Rio de Janeiro";"VSR";2024;31;"2024-07-28";19
"Estado do Rio de Janeiro";"VSR";2024;32;"2024-08-04";24
"Estado do Rio de Janeiro";"VSR";2024;33;"2024-08-11";20
"Estado do Rio de Janeiro";"VSR";2024;34;"2024-08-18";17
"Estado do Rio de Janeiro";"VSR";2024;35;"2024-08-25";13
"Estado do Rio de Janeiro";"VSR";2024;36;"2024-09-01";10
"Estado do Rio de Janeiro";"VSR";2024;37;"2024-09-08";10
"Estado do Rio de Janeiro";"VSR";2024;38;"2024-09-15";15
"Estado do Rio de Janeiro";"VSR";2024;39;"2024-09-22";10
"Estado do Rio de Janeiro";"VSR";2024;40;"2024-09-29";2
"Estado do Rio de Janeiro";"VSR";2024;41;"2024-10-06";6
"Estado do Rio de Janeiro";"VSR";2024;42;"2024-10-13";7
"Estado do Rio de Janeiro";"VSR";2024;43;"2024-10-20";7
"Estado do Rio de Janeiro";"VSR";2024;44;"2024-10-27";7
"Estado do Rio de Janeiro";"VSR";2024;45;"2024-11-03";5
"Estado do Rio de Janeiro";"VSR";2024;46;"2024-11-10";4
"Estado do Rio de Janeiro";"VSR";2024;47;"2024-11-17";2
"Estado do Rio de Janeiro";"VSR";2024;48;"2024-11-24";3
"Estado do Rio de Janeiro";"VSR";2024;49;"2024-12-01";3
"Estado do Rio de Janeiro";"VSR";2024;50;"2024-12-08";4
"Estado do Rio de Janeiro";"VSR";2024;51;"2024-12-15";2
"Estado do Rio de Janeiro";"VSR";2024;52;"2024-12-22";3
"Estado do Rio de Janeiro";"VSR";2025;1;"2024-12-29";4
"Estado do Rio de Janeiro";"VSR";2025;2;"2025-01-05";5
"Estado do Rio de Janeiro";"VSR";2025;3;"2025-01-12";12
"Estado do Rio de Janeiro";"VSR";2025;4;"2025-01-19";5
"Estado do Rio de Janeiro";"VSR";2025;5;"2025-01-26";4
"Estado do Rio de Janeiro";"VSR";2025;6;"2025-02-02";3
"Estado do Rio de Janeiro";"VSR";2025;7;"2025-02-09";12
"Estado do Rio de Janeiro";"VSR";2025;8;"2025-02-16";12
"Estado do Rio de Janeiro";"VSR";2025;9;"2025-02-23";14
"Estado do Rio de Janeiro";"VSR";2025;10;"2025-03-02";20
"Estado do Rio de Janeiro";"VSR";2025;11;"2025-03-09";25
"Estado do Rio de Janeiro";"VSR";2025;12;"2025-03-16";44
"Estado do Rio de Janeiro";"VSR";2025;13;"2025-03-23";60
"Estado do Rio de Janeiro";"VSR";2025;14;"2025-03-30";88
"Estado do Rio de Janeiro";"VSR";2025;15;"2025-04-06";134
"Estado do Rio de Janeiro";"VSR";2025;16;"2025-04-13";134
"Estado do Rio de Janeiro";"VSR";2025;17;"2025-04-20";202
"Estado do Rio de Janeiro";"VSR";2025;18;"2025-04-27";234
"Estado do Rio de Janeiro";"VSR";2025;19;"2025-05-04";269
"Estado do Rio de Janeiro";"VSR";2025;20;"2025-05-11";340
"Estado do Rio de Janeiro";"VSR";2025;21;"2025-05-18";339
"Estado do Rio de Janeiro";"VSR";2025;22;"2025-05-25";293
"Estado do Rio de Janeiro";"VSR";2025;23;"2025-06-01";274
"Estado do Rio de Janeiro";"VSR";2025;24;"2025-06-08";233
"Estado do Rio de Janeiro";"VSR";2025;25;"2025-06-15";251
"Estado do Rio de Janeiro";"VSR";2025;26;"2025-06-22";182
"Estado do Rio de Janeiro";"VSR";2025;27;"2025-06-29";119
"Estado do Rio de Janeiro";"VSR";2025;28;"2025-07-06";104
"Estado do Rio de Janeiro";"VSR";2025;29;"2025-07-13";107
"Estado do Rio de Janeiro";"VSR";2025;30;"2025-07-20";87
"Estado do Rio de Janeiro";"VSR";2025;31;"2025-07-27";44
"Estado do Rio de Janeiro";"VSR";2025;32;"2025-08-03";41
"Estado do Rio de Janeiro";"VSR";2025;33;"2025-08-10";22
"Estado do Rio de Janeiro";"VSR";2025;34;"2025-08-17";26
"Estado do Rio de Janeiro";"VSR";2025;35;"2025-08-24";9
"Estado do Rio de Janeiro";"VSR";2025;36;"2025-08-31";8
"Estado do Rio de Janeiro";"VSR";2025;37;"2025-09-07";8
"Estado do Rio de Janeiro";"VSR";2025;38;"2025-09-14";14
"Estado do Rio de Janeiro";"VSR";2025;39;"2025-09-21";1
"Estado do Rio de Janeiro";"VSR";2025;40;"2025-09-28";3
"Estado do Rio de Janeiro";"VSR";2025;41;"2025-10-05";7
"Estado do Rio de Janeiro";"VSR";2025;42;"2025-10-12";2
"Estado do Rio de Janeiro";"VSR";2025;43;"2025-10-19";4
"Estado do Rio de Janeiro";"VSR";2025;44;"2025-10-26";2
"Estado do Rio de Janeiro";"VSR";2025;45;"2025-11-02";2
"Estado do Rio de Janeiro";"VSR";2025;46;"2025-11-09";1
"Estado do Rio de Janeiro";"VSR";2025;47;"2025-11-16";3
"Estado do Rio de Janeiro";"VSR";2025;48;"2025-11-23";1
"Estado do Rio de Janeiro";"VSR";2025;49;"2025-11-30";2
"Estado do Rio de Janeiro";"VSR";2025;50;"2025-12-07";1
"Estado do Rio de Janeiro";"VSR";2025;51;"2025-12-14";0
"Estado do Rio de Janeiro";"VSR";2025;52;"2025-12-21";1
"Estado do Rio de Janeiro";"VSR";2025;53;"2025-12-28";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;1;"2022-01-02";10
"Baía da Ilha Grande";"SARS-CoV-2";2022;2;"2022-01-09";42
"Baía da Ilha Grande";"SARS-CoV-2";2022;3;"2022-01-16";30
"Baía da Ilha Grande";"SARS-CoV-2";2022;4;"2022-01-23";7
"Baía da Ilha Grande";"SARS-CoV-2";2022;5;"2022-01-30";13
"Baía da Ilha Grande";"SARS-CoV-2";2022;6;"2022-02-06";2
"Baía da Ilha Grande";"SARS-CoV-2";2022;7;"2022-02-13";1
"Baía da Ilha Grande";"SARS-CoV-2";2022;8;"2022-02-20";1
"Baía da Ilha Grande";"SARS-CoV-2";2022;9;"2022-02-27";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;10;"2022-03-06";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;11;"2022-03-13";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;12;"2022-03-20";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;13;"2022-03-27";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;14;"2022-04-03";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;15;"2022-04-10";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;16;"2022-04-17";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;17;"2022-04-24";1
"Baía da Ilha Grande";"SARS-CoV-2";2022;18;"2022-05-01";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;19;"2022-05-08";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;20;"2022-05-15";1
"Baía da Ilha Grande";"SARS-CoV-2";2022;21;"2022-05-22";1
"Baía da Ilha Grande";"SARS-CoV-2";2022;22;"2022-05-29";2
"Baía da Ilha Grande";"SARS-CoV-2";2022;23;"2022-06-05";5
"Baía da Ilha Grande";"SARS-CoV-2";2022;24;"2022-06-12";4
"Baía da Ilha Grande";"SARS-CoV-2";2022;25;"2022-06-19";10
"Baía da Ilha Grande";"SARS-CoV-2";2022;26;"2022-06-26";7
"Baía da Ilha Grande";"SARS-CoV-2";2022;27;"2022-07-03";5
"Baía da Ilha Grande";"SARS-CoV-2";2022;28;"2022-07-10";4
"Baía da Ilha Grande";"SARS-CoV-2";2022;29;"2022-07-17";7
"Baía da Ilha Grande";"SARS-CoV-2";2022;30;"2022-07-24";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;31;"2022-07-31";1
"Baía da Ilha Grande";"SARS-CoV-2";2022;32;"2022-08-07";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;33;"2022-08-14";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;34;"2022-08-21";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;35;"2022-08-28";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;36;"2022-09-04";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;37;"2022-09-11";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;38;"2022-09-18";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;39;"2022-09-25";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;40;"2022-10-02";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;41;"2022-10-09";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;42;"2022-10-16";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;43;"2022-10-23";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;44;"2022-10-30";3
"Baía da Ilha Grande";"SARS-CoV-2";2022;45;"2022-11-06";2
"Baía da Ilha Grande";"SARS-CoV-2";2022;46;"2022-11-13";9
"Baía da Ilha Grande";"SARS-CoV-2";2022;47;"2022-11-20";10
"Baía da Ilha Grande";"SARS-CoV-2";2022;48;"2022-11-27";5
"Baía da Ilha Grande";"SARS-CoV-2";2022;49;"2022-12-04";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;50;"2022-12-11";0
"Baía da Ilha Grande";"SARS-CoV-2";2022;51;"2022-12-18";1
"Baía da Ilha Grande";"SARS-CoV-2";2022;52;"2022-12-25";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;1;"2023-01-01";1
"Baía da Ilha Grande";"SARS-CoV-2";2023;2;"2023-01-08";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;3;"2023-01-15";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;4;"2023-01-22";1
"Baía da Ilha Grande";"SARS-CoV-2";2023;5;"2023-01-29";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;6;"2023-02-05";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;7;"2023-02-12";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;8;"2023-02-19";1
"Baía da Ilha Grande";"SARS-CoV-2";2023;9;"2023-02-26";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;10;"2023-03-05";2
"Baía da Ilha Grande";"SARS-CoV-2";2023;11;"2023-03-12";1
"Baía da Ilha Grande";"SARS-CoV-2";2023;12;"2023-03-19";2
"Baía da Ilha Grande";"SARS-CoV-2";2023;13;"2023-03-26";1
"Baía da Ilha Grande";"SARS-CoV-2";2023;14;"2023-04-02";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;15;"2023-04-09";1
"Baía da Ilha Grande";"SARS-CoV-2";2023;16;"2023-04-16";1
"Baía da Ilha Grande";"SARS-CoV-2";2023;17;"2023-04-23";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;18;"2023-04-30";2
"Baía da Ilha Grande";"SARS-CoV-2";2023;19;"2023-05-07";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;20;"2023-05-14";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;21;"2023-05-21";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;22;"2023-05-28";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;23;"2023-06-04";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;24;"2023-06-11";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;25;"2023-06-18";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;26;"2023-06-25";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;27;"2023-07-02";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;28;"2023-07-09";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;29;"2023-07-16";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;30;"2023-07-23";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;31;"2023-07-30";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;32;"2023-08-06";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;33;"2023-08-13";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;34;"2023-08-20";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;35;"2023-08-27";1
"Baía da Ilha Grande";"SARS-CoV-2";2023;36;"2023-09-03";1
"Baía da Ilha Grande";"SARS-CoV-2";2023;37;"2023-09-10";1
"Baía da Ilha Grande";"SARS-CoV-2";2023;38;"2023-09-17";4
"Baía da Ilha Grande";"SARS-CoV-2";2023;39;"2023-09-24";2
"Baía da Ilha Grande";"SARS-CoV-2";2023;40;"2023-10-01";6
"Baía da Ilha Grande";"SARS-CoV-2";2023;41;"2023-10-08";4
"Baía da Ilha Grande";"SARS-CoV-2";2023;42;"2023-10-15";3
"Baía da Ilha Grande";"SARS-CoV-2";2023;43;"2023-10-22";1
"Baía da Ilha Grande";"SARS-CoV-2";2023;44;"2023-10-29";2
"Baía da Ilha Grande";"SARS-CoV-2";2023;45;"2023-11-05";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;46;"2023-11-12";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;47;"2023-11-19";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;48;"2023-11-26";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;49;"2023-12-03";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;50;"2023-12-10";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;51;"2023-12-17";0
"Baía da Ilha Grande";"SARS-CoV-2";2023;52;"2023-12-24";0
"Baía da Ilha Grande";"SARS-CoV-2";2024;1;"2023-12-31";0
"Baía da Ilha Grande";"SARS-CoV-2";2024;2;"2024-01-07";0
"Baía da Ilha Grande";"SARS-CoV-2";2024;3;"2024-01-14";0
"Baía da Ilha Grande";"SARS-CoV-2";2024;4;"2024-01-21";0
"Baía da Ilha Grande";"SARS-CoV-2";2024;5;"2024-01-28";0
"Baía da Ilha Grande";"SARS-CoV-2";2024;6;"2024-02-04";3
"Baía da Ilha Grande";"SARS-CoV-2";2024;7;"2024-02-11";1
"Baía da Ilha Grande";"SARS-CoV-2";2024;8;"2024-02-18";0
"Baía da Ilha Grande";"SARS-CoV-2";2024;9;"2024-02-25";2
"Baía da Ilha Grande";"SARS-CoV-2";2024;10;"2024-03-03";1
